,Precinct Name,In Person,Absentee,Provisional,Totals,,Curbside,County
38,036 - WINDSOR OAKS,1983,0,0,1983,,51,VIRGINIA BEACH CITY
39,037 - CHESAPEAKE BEACH,1283,0,0,1283,,15,VIRGINIA BEACH CITY
40,038 - WITCHDUCK,2186,0,0,2186,,149,VIRGINIA BEACH CITY
41,039 - PEMBROKE,2018,0,0,2018,,26,VIRGINIA BEACH CITY
42,040 - BONNEY,1299,0,0,1299,,28,VIRGINIA BEACH CITY
43,041 - COLLEGE PARK,2133,0,0,2133,,63,VIRGINIA BEACH CITY
44,042 - BRANDON,1673,0,0,1673,,17,VIRGINIA BEACH CITY
45,043 - BELLAMY,1467,0,0,1467,,4,VIRGINIA BEACH CITY
46,044 - CENTERVILLE,1957,0,0,1957,,71,VIRGINIA BEACH CITY
47,045 - TIMBERLAKE,1571,0,0,1571,,32,VIRGINIA BEACH CITY
48,046 - GREEN RUN,1410,0,0,1410,,9,VIRGINIA BEACH CITY
49,047 - KINGS GRANT,2200,0,0,2200,,20,VIRGINIA BEACH CITY
50,048 - WOLFSNARE,1972,0,0,1972,,39,VIRGINIA BEACH CITY
51,049 - LYNNHAVEN,1855,0,0,1855,,23,VIRGINIA BEACH CITY
52,050 - OCEANA,1033,0,0,1033,,11,VIRGINIA BEACH CITY
53,051 - STRATFORD CHASE,1504,0,0,1504,,17,VIRGINIA BEACH CITY
54,052 - HOMESTEAD,2108,0,0,2108,,56,VIRGINIA BEACH CITY
55,053 - SHANNON,1423,0,0,1423,,41,VIRGINIA BEACH CITY
56,054 - CROMWELL,1249,0,0,1249,,3,VIRGINIA BEACH CITY
57,055 - MAGIC HOLLOW,1592,0,0,1592,,34,VIRGINIA BEACH CITY
58,056 - EDINBURGH,880,0,0,880,,9,VIRGINIA BEACH CITY
59,057 - SHERRY PARK,1073,0,0,1073,,8,VIRGINIA BEACH CITY
60,058 - GLENWOOD,1667,0,0,1667,,10,VIRGINIA BEACH CITY
61,059 - SHELTON PARK,1186,0,0,1186,,15,VIRGINIA BEACH CITY
62,060 - FOXFIRE,1988,0,0,1988,,5,VIRGINIA BEACH CITY
63,061 - BAKER,1495,0,0,1495,,15,VIRGINIA BEACH CITY
64,062 - LANDSTOWN,1882,0,0,1882,,7,VIRGINIA BEACH CITY
65,063 - CULVER,2076,0,0,2076,,21,VIRGINIA BEACH CITY
66,064 - ROSEMONT FOREST,1575,0,0,1575,,2,VIRGINIA BEACH CITY
67,065 - COLONIAL,1585,0,0,1585,,6,VIRGINIA BEACH CITY
68,066 - HUNT,1563,0,0,1563,,8,VIRGINIA BEACH CITY
69,067 - EASTERN SHORE,795,0,0,795,,2,VIRGINIA BEACH CITY
70,068 - MANOR,1626,0,0,1626,,20,VIRGINIA BEACH CITY
71,069 - SHELL,1321,0,0,1321,,63,VIRGINIA BEACH CITY
72,070 - CORPORATE LANDING,1648,0,0,1648,,30,VIRGINIA BEACH CITY
73,071 - ROUND HILL,889,0,0,889,,6,VIRGINIA BEACH CITY
74,072 - RUDEE,1753,0,0,1753,,7,VIRGINIA BEACH CITY
75,073 - DAHLIA,1366,0,0,1366,,18,VIRGINIA BEACH CITY
76,074 - BUCKNER,1366,0,0,1366,,28,VIRGINIA BEACH CITY
77,075 - COLONY,1956,0,0,1956,,31,VIRGINIA BEACH CITY
78,076 - VILLAGE,1376,0,0,1376,,25,VIRGINIA BEACH CITY
79,077 - BROOKWOOD,1459,0,0,1459,,22,VIRGINIA BEACH CITY
80,078 - INDIAN LAKES,1450,0,0,1450,,3,VIRGINIA BEACH CITY
81,079 - PLEASANT HALL,1455,0,0,1455,,29,VIRGINIA BEACH CITY
82,080 - CHIMNEY HILL,1309,0,0,1309,,10,VIRGINIA BEACH CITY
83,081 - ROCK LAKE,1716,0,0,1716,,3,VIRGINIA BEACH CITY
84,082 - SHELBURNE,1361,0,0,1361,,3,VIRGINIA BEACH CITY
85,083 - STRAWBRIDGE,1740,0,0,1740,,9,VIRGINIA BEACH CITY
86,084 - TALLWOOD,1548,0,0,1548,,12,VIRGINIA BEACH CITY
87,085 - UPTON,2085,0,0,2085,,18,VIRGINIA BEACH CITY
88,086 - HAYGOOD,1843,0,0,1843,,23,VIRGINIA BEACH CITY
89,087 - HILLCREST,1536,0,0,1536,,11,VIRGINIA BEACH CITY
90,088 - NORTH LANDING,1479,0,0,1479,,2,VIRGINIA BEACH CITY
91,089 - LAKE CHRISTOPHER,1646,0,0,1646,,26,VIRGINIA BEACH CITY
92,090 - LAKE JOYCE,1092,0,0,1092,,5,VIRGINIA BEACH CITY
93,091 - LEXINGTON,1607,0,0,1607,,21,VIRGINIA BEACH CITY
94,092 - LITTLE NECK,1287,0,0,1287,,9,VIRGINIA BEACH CITY
95,093 - NEWTOWN,1506,0,0,1506,,21,VIRGINIA BEACH CITY
96,094 - PINEWOOD,925,0,0,925,,9,VIRGINIA BEACH CITY
97,095 - DAM NECK,1007,0,0,1007,,11,VIRGINIA BEACH CITY
98,096 - HILLTOP,1060,0,0,1060,,37,VIRGINIA BEACH CITY
99,097 - INDIAN RIVER,1505,0,0,1505,,27,VIRGINIA BEACH CITY
100,098 - INDEPENDENCE,966,0,0,966,,9,VIRGINIA BEACH CITY
101,099 - SALEM WOODS,991,0,0,991,,5,VIRGINIA BEACH CITY
102,100 - SANDBRIDGE,809,0,0,809,,7,VIRGINIA BEACH CITY
1,# Central Absentee,0,931,0,931,,1,WARREN COUNTY
2,## Provisional,0,0,19,19,,0,WARREN COUNTY
3,101 - FORK TOWN,835,0,0,835,,7,WARREN COUNTY
4,102 - OTTERBURN,1693,0,0,1693,,17,WARREN COUNTY
5,201 - HAPPY CREEK,1590,0,0,1590,,24,WARREN COUNTY
6,202 - LINDEN,1388,0,0,1388,,3,WARREN COUNTY
7,301 - NORTH RIVER,1166,0,0,1166,,3,WARREN COUNTY
8,302 - RIVERTON,1341,0,0,1341,,8,WARREN COUNTY
9,401 - EAST SHENANDOAH,1907,0,0,1907,,11,WARREN COUNTY
10,402 - TOWN - WEST SHENANDOAH,896,0,0,896,,2,WARREN COUNTY
11,501 - SOUTH RIVER,1527,0,0,1527,,13,WARREN COUNTY
12,502 - BENTONVILLE,557,0,0,557,,3,WARREN COUNTY
13,504 - BROWNTOWN,462,0,0,462,,3,WARREN COUNTY
1,# Central Absentee,2,1711,0,1713,,23,WASHINGTON COUNTY
2,## Provisional,0,0,15,15,,0,WASHINGTON COUNTY
3,101 - EAST ABINGDON,1810,0,0,1810,,7,WASHINGTON COUNTY
4,102 - WEST ABINGDON,926,0,0,926,,3,WASHINGTON COUNTY
5,201 - CLINCHBURG,540,0,0,540,,0,WASHINGTON COUNTY
6,202 - GREENDALE,920,0,0,920,,5,WASHINGTON COUNTY
7,203 - HAYTERS GAP,334,0,0,334,,0,WASHINGTON COUNTY
8,204 WOODLAND HILLS,909,0,0,909,,2,WASHINGTON COUNTY
9,301 - WATAUGA,1551,0,0,1551,,5,WASHINGTON COUNTY
10,302 - SOUTH ABINGDON,1477,0,0,1477,,4,WASHINGTON COUNTY
11,401 - GLADE SPRING,1101,0,0,1101,,3,WASHINGTON COUNTY
12,402 - MEADOWVIEW,1338,0,0,1338,,4,WASHINGTON COUNTY
13,501 - RHEA VALLEY,1617,0,0,1617,,4,WASHINGTON COUNTY
14,502 - DAMASCUS,789,0,0,789,,2,WASHINGTON COUNTY
15,504 - GREEN COVE,133,0,0,133,,0,WASHINGTON COUNTY
16,601 - BURSON PLACE,1273,0,0,1273,,4,WASHINGTON COUNTY
17,602 - MENDOTA,260,0,0,260,,0,WASHINGTON COUNTY
18,603 - VALLEY INSTITUTE,994,0,0,994,,0,WASHINGTON COUNTY
19,701 - HIGH POINT,1150,0,0,1150,,4,WASHINGTON COUNTY
20,702 - WALLACE,544,0,0,544,,2,WASHINGTON COUNTY
21,703 - JOHN BATTLE,1234,0,0,1234,,7,WASHINGTON COUNTY
1,# Central Absentee,0,530,0,530,,0,WAYNESBORO CITY
2,## Provisional,0,0,8,8,,0,WAYNESBORO CITY
3,001 - WARD A,1067,0,0,1067,,0,WAYNESBORO CITY
4,002 - WARD B,2047,0,0,2047,,0,WAYNESBORO CITY
5,003 - WARD C,1535,0,0,1535,,0,WAYNESBORO CITY
6,004 - WARD D,2580,0,0,2580,,0,WAYNESBORO CITY
1,# Central Absentee,0,654,0,654,,12,WESTMORELAND COUNTY
2,## Provisional,0,0,25,25,,0,WESTMORELAND COUNTY
3,101 - PRECINCT 1-1,815,0,0,815,,8,WESTMORELAND COUNTY
4,102 - PRECINCT 1-2,494,0,0,494,,1,WESTMORELAND COUNTY
5,201 - PRECINCT 2-1,934,0,0,934,,18,WESTMORELAND COUNTY
6,202 - PRECINCT 2-2,490,0,0,490,,6,WESTMORELAND COUNTY
7,301 - PRECINCT 3-1,699,0,0,699,,7,WESTMORELAND COUNTY
8,302 - PRECINCT 3-2,513,0,0,513,,0,WESTMORELAND COUNTY
9,401 - PRECINCT 4-1,1200,0,0,1200,,1,WESTMORELAND COUNTY
10,501 - PRECINCT 5-1,1307,0,0,1307,,7,WESTMORELAND COUNTY
1,# Central Absentee,0,678,0,678,,2,WILLIAMSBURG CITY
2,## Provisional,0,0,63,63,,0,WILLIAMSBURG CITY
3,001 - STRYKER,2928,0,0,2928,,42,WILLIAMSBURG CITY
4,002 - MATOAKA,2640,0,0,2640,,23,WILLIAMSBURG CITY
1,# Central Absentee,0,871,0,871,,0,WINCHESTER CITY
2,## Provisional,0,0,16,16,,0,WINCHESTER CITY
3,101 - MERRIMANS,1811,0,0,1811,,7,WINCHESTER CITY
4,102 - OLD TOWN,1390,0,0,1390,,7,WINCHESTER CITY
5,201 - VIRGINIA AVENUE,1424,0,0,1424,,20,WINCHESTER CITY
6,301 - WAR MEMORIAL,1503,0,0,1503,,5,WINCHESTER CITY
7,401 - FREDERICK DOUGLASS,778,0,0,778,,1,WINCHESTER CITY
8,402 - ROLLING HILLS,1398,0,0,1398,,11,WINCHESTER CITY
1,# Central Absentee,0,769,0,769,,5,WISE COUNTY
2,## Provisional,0,0,2,2,,0,WISE COUNTY
3,101 - APPALACHIA,621,0,0,621,,2,WISE COUNTY
4,102 - DORCHESTER,429,0,0,429,,0,WISE COUNTY
5,103 - GUEST RIVER VOTING PLACE,428,0,0,428,,0,WISE COUNTY
6,104 - WEST POUND,1097,0,0,1097,,5,WISE COUNTY
7,201 - NORTH COEBURN,566,0,0,566,,4,WISE COUNTY
8,202 - WISE,1617,0,0,1617,,10,WISE COUNTY
9,203 - EAST POUND,288,0,0,288,,1,WISE COUNTY
10,301 - BIG STONE GAP,1282,0,0,1282,,2,WISE COUNTY
11,302 - EAST STONE GAP,1328,0,0,1328,,3,WISE COUNTY
12,401 - CLINCH VALLEY,1110,0,0,1110,,5,WISE COUNTY
13,402 - SOUTH COEBURN,1115,0,0,1115,,8,WISE COUNTY
14,403 - ST PAUL,396,0,0,396,,1,WISE COUNTY
1,# Central Absentee,0,572,0,572,,0,WYTHE COUNTY
2,## Provisional,0,0,12,12,,0,WYTHE COUNTY
3,101 - ROYAL OAK,395,0,0,395,,0,WYTHE COUNTY
4,102 - RURAL RETREAT,1348,0,0,1348,,0,WYTHE COUNTY
5,203 - WEST WYTHEVILLE,1632,0,0,1632,,0,WYTHE COUNTY
6,303 - EAST WYTHEVILLE,1787,0,0,1787,,0,WYTHE COUNTY
7,401 - FORT CHISWELL,880,0,0,880,,0,WYTHE COUNTY
8,402 - MAX MEADOWS,889,0,0,889,,0,WYTHE COUNTY
9,501 - JACKSON MEMORIAL,634,0,0,634,,0,WYTHE COUNTY
10,502 - SHEFFEY,956,0,0,956,,0,WYTHE COUNTY
11,601 - HUDDLE,429,0,0,429,,0,WYTHE COUNTY
12,602 - ZION,715,0,0,715,,0,WYTHE COUNTY
13,603   EVERGREEN,543,0,0,543,,0,WYTHE COUNTY
1,# Central Absentee,0,2527,0,2527,,0,YORK COUNTY
2,## Provisional,0,0,50,50,,0,YORK COUNTY
3,101 - QUEENS LAKE,1504,0,0,1504,,5,YORK COUNTY
4,102 - WALLER MILL,1932,0,0,1932,,14,YORK COUNTY
5,103 - MAGRUDER,2260,0,0,2260,,19,YORK COUNTY
6,201 - COVENTRY,2584,0,0,2584,,13,YORK COUNTY
7,202 - KILN CREEK,1360,0,0,1360,,2,YORK COUNTY
8,301 - SEAFORD,2458,0,0,2458,,13,YORK COUNTY
9,302 - YORKTOWN,1863,0,0,1863,,6,YORK COUNTY
10,303 - EDGEHILL,1903,0,0,1903,,22,YORK COUNTY
11,401 - HARWOODS MILL,2305,0,0,2305,,48,YORK COUNTY
12,402 - DARE,2318,0,0,2318,,9,YORK COUNTY
13,403 - GRAFTON,1217,0,0,1217,,30,YORK COUNTY
14,501 - TABB,2495,0,0,2495,,10,YORK COUNTY
15,502 - BETHEL,2431,0,0,2431,,23,YORK COUNTY
